AFTERNOON/test/AFTERNOON_00001,0
AFTERNOON/test/AFTERNOON_00002,0
AFTERNOON/test/AFTERNOON_00003,0
AFTERNOON/test/AFTERNOON_00004,0
AFTERNOON/test/AFTERNOON_00005,0
AFTERNOON/train/AFTERNOON_00001,0
AFTERNOON/train/AFTERNOON_00002,0
AFTERNOON/train/AFTERNOON_00003,0
AFTERNOON/train/AFTERNOON_00004,0
AFTERNOON/train/AFTERNOON_00005,0
AFTERNOON/train/AFTERNOON_00006,0
AFTERNOON/train/AFTERNOON_00007,0
AFTERNOON/train/AFTERNOON_00008,0
AFTERNOON/train/AFTERNOON_00009,0
AFTERNOON/train/AFTERNOON_00010,0
AFTERNOON/train/AFTERNOON_00011,0
AFTERNOON/train/AFTERNOON_00012,0
AFTERNOON/train/AFTERNOON_00013,0
AFTERNOON/train/AFTERNOON_00014,0
AFTERNOON/train/AFTERNOON_00015,0
AFTERNOON/train/AFTERNOON_00016,0
AFTERNOON/train/AFTERNOON_00017,0
AFTERNOON/train/AFTERNOON_00018,0
AFTERNOON/train/AFTERNOON_00019,0
AFTERNOON/train/AFTERNOON_00020,0
AFTERNOON/train/AFTERNOON_00021,0
AFTERNOON/train/AFTERNOON_00022,0
AFTERNOON/train/AFTERNOON_00023,0
AFTERNOON/train/AFTERNOON_00024,0
AFTERNOON/train/AFTERNOON_00025,0
AFTERNOON/train/AFTERNOON_00026,0
AFTERNOON/train/AFTERNOON_00027,0
AFTERNOON/train/AFTERNOON_00028,0
AFTERNOON/train/AFTERNOON_00029,0
AFTERNOON/train/AFTERNOON_00030,0
AFTERNOON/train/AFTERNOON_00031,0
AFTERNOON/train/AFTERNOON_00032,0
AFTERNOON/train/AFTERNOON_00033,0
AFTERNOON/train/AFTERNOON_00034,0
AFTERNOON/train/AFTERNOON_00035,0
AFTERNOON/train/AFTERNOON_00036,0
AFTERNOON/train/AFTERNOON_00037,0
AFTERNOON/train/AFTERNOON_00038,0
AFTERNOON/train/AFTERNOON_00039,0
AFTERNOON/train/AFTERNOON_00040,0
AFTERNOON/train/AFTERNOON_00041,0
AFTERNOON/train/AFTERNOON_00042,0
AFTERNOON/train/AFTERNOON_00043,0
AFTERNOON/train/AFTERNOON_00044,0
AFTERNOON/train/AFTERNOON_00045,0
AFTERNOON/train/AFTERNOON_00046,0
AFTERNOON/train/AFTERNOON_00047,0
AFTERNOON/train/AFTERNOON_00048,0
AFTERNOON/train/AFTERNOON_00049,0
AFTERNOON/train/AFTERNOON_00050,0
AFTERNOON/val/AFTERNOON_00001,0
AFTERNOON/val/AFTERNOON_00002,0
AFTERNOON/val/AFTERNOON_00003,0
AFTERNOON/val/AFTERNOON_00004,0
AFTERNOON/val/AFTERNOON_00005,0
